# Si_elast_4eV
1.980000000000000000e+03,1.718811078152159694e-02
1.981000000000000000e+03,8.794626633355479006e-03
1.982000000000000000e+03,1.331419501684377900e-02
1.983000000000000000e+03,1.944789498084411455e-02
1.984000000000000000e+03,5.404950351617696276e-03
1.985000000000000000e+03,1.057017135435397472e-02
1.986000000000000000e+03,5.243537195466857481e-03
1.987000000000000000e+03,6.857668757472691265e-03
1.988000000000000000e+03,9.440279259012486143e-03
1.989000000000000000e+03,1.638104499663689539e-02
1.990000000000000000e+03,1.783376340965096146e-02
1.991000000000000000e+03,1.234571607675378699e-02
1.992000000000000000e+03,5.404950351617696276e-03
1.993000000000000000e+03,1.557397921205787815e-02
1.994000000000000000e+03,1.847941603797854937e-02
1.995000000000000000e+03,2.429028970203650495e-02
1.996000000000000000e+03,2.057778708142608132e-02
1.997000000000000000e+03,1.379843448704899667e-02
1.998000000000000000e+03,1.525115289831136152e-02
1.999000000000000000e+03,2.073920023870270968e-02
2.000000000000000000e+03,1.057017135435397472e-02
2.001000000000000000e+03,-3.472773220831169069e-03
2.002000000000000000e+03,2.090061339599205009e-02
2.003000000000000000e+03,9.440279259012486143e-03
2.004000000000000000e+03,4.011425159707638385e-04
2.005000000000000000e+03,4.275058258791963536e-03
2.006000000000000000e+03,-4.059232630177761069e-04
2.007000000000000000e+03,4.011425159707638385e-04
2.008000000000000000e+03,-2.090539396860570040e-02
2.009000000000000000e+03,-2.526354913993946252e-02
2.010000000000000000e+03,-5.189671952418965090e-02
2.011000000000000000e+03,-3.672388308349312791e-02
2.012000000000000000e+03,-3.849942777596056936e-02
2.013000000000000000e+03,-5.464074313099855779e-02
2.014000000000000000e+03,-2.865322538046386966e-02
2.015000000000000000e+03,-2.881463853469383440e-02
2.016000000000000000e+03,-2.042115450476702024e-02
2.017000000000000000e+03,-8.637994194299390346e-03
2.018000000000000000e+03,-3.769236200675046833e-02
2.019000000000000000e+03,-2.348800444119561806e-02
2.020000000000000000e+03,-2.332659128671795909e-02
2.021000000000000000e+03,-2.784615960920540714e-02
2.022000000000000000e+03,1.428267395736167698e-02
2.023000000000000000e+03,4.834085033491180433e-02
2.024000000000000000e+03,4.010877920935837504e-02
2.025000000000000000e+03,8.030065629190663579e-02
2.026000000000000000e+03,1.120990498396119972e-01
2.027000000000000000e+03,1.298544983908836437e-01
2.028000000000000000e+03,1.456729891709007685e-01
2.029000000000000000e+03,1.430903784142991408e-01
2.030000000000000000e+03,1.374409174076224038e-01
2.031000000000000000e+03,1.091936128309337062e-01
2.032000000000000000e+03,7.061586653430677873e-02
2.033000000000000000e+03,6.383651374332952044e-02
2.034000000000000000e+03,4.882508981414061117e-02
2.035000000000000000e+03,3.655768971629481945e-02
2.036000000000000000e+03,4.866367665438185719e-02
2.037000000000000000e+03,2.961692390899164223e-02
2.038000000000000000e+03,2.429028970203650495e-02
2.039000000000000000e+03,2.203050549737488317e-02
2.040000000000000000e+03,2.170767918263006441e-02
2.041000000000000000e+03,2.138485286793652407e-02
2.042000000000000000e+03,2.041637392416214766e-02
2.043000000000000000e+03,2.106202655329412338e-02
2.044000000000000000e+03,2.332181075686982560e-02
2.045000000000000000e+03,2.154626602527689658e-02
2.046000000000000000e+03,1.944789498084411455e-02
2.047000000000000000e+03,2.138485286793652407e-02
2.048000000000000000e+03,1.977072129523299235e-02
2.049000000000000000e+03,2.235333181217112608e-02
2.050000000000000000e+03,2.106202655329412338e-02
