# Ag_counts
1.980000000000000000e+03,4.545220886932479054e+00
1.981000000000000000e+03,4.525043320189603868e+00
1.982000000000000000e+03,4.527464627774270056e+00
1.983000000000000000e+03,4.534244289626728985e+00
1.984000000000000000e+03,4.546835092619694763e+00
1.985000000000000000e+03,4.556520327827435324e+00
1.986000000000000000e+03,4.566528406164795939e+00
1.987000000000000000e+03,4.576375065828175437e+00
1.988000000000000000e+03,4.598812543434679156e+00
1.989000000000000000e+03,4.603332324315036139e+00
1.990000000000000000e+03,4.607690684837536743e+00
1.991000000000000000e+03,4.623025660078742050e+00
1.992000000000000000e+03,4.634163697694803297e+00
1.993000000000000000e+03,4.637876377456181309e+00
1.994000000000000000e+03,4.644010370715419000e+00
1.995000000000000000e+03,4.646754525840824712e+00
1.996000000000000000e+03,4.650305785641069001e+00
1.997000000000000000e+03,4.655309833974890843e+00
1.998000000000000000e+03,4.657246885079060483e+00
1.999000000000000000e+03,4.666932141741837903e+00
2.000000000000000000e+03,4.673873243522430165e+00
2.001000000000000000e+03,4.675810295357046620e+00
2.002000000000000000e+03,4.692113817995115177e+00
2.003000000000000000e+03,4.707771661679396757e+00
2.004000000000000000e+03,4.736020361459072348e+00
2.005000000000000000e+03,4.762977707443864617e+00
2.006000000000000000e+03,4.783962478214509595e+00
2.007000000000000000e+03,4.805592943835403474e+00
2.008000000000000000e+03,4.819475188117110065e+00
2.009000000000000000e+03,4.807045736652630019e+00
2.010000000000000000e+03,4.778796995329573249e+00
2.011000000000000000e+03,4.726980775744412000e+00
2.012000000000000000e+03,4.690822449667607863e+00
2.013000000000000000e+03,4.669030614269869872e+00
2.014000000000000000e+03,4.689046818272889716e+00
2.015000000000000000e+03,4.736988888599782399e+00
2.016000000000000000e+03,4.792033546334521610e+00
2.017000000000000000e+03,4.856924983577526334e+00
2.018000000000000000e+03,4.905190065432778468e+00
2.019000000000000000e+03,4.950226758537087157e+00
2.020000000000000000e+03,4.998491936907290878e+00
2.021000000000000000e+03,5.023673789169361470e+00
2.022000000000000000e+03,5.072907578858772304e+00
2.023000000000000000e+03,5.186226210215739485e+00
2.024000000000000000e+03,5.288891202837368688e+00
2.025000000000000000e+03,5.288891202837368688e+00
2.026000000000000000e+03,5.288891202837368688e+00
2.027000000000000000e+03,5.288891202837368688e+00
2.028000000000000000e+03,5.288891202837368688e+00
2.029000000000000000e+03,5.288891202837368688e+00
2.030000000000000000e+03,5.288891202837368688e+00
2.031000000000000000e+03,5.260319317563471486e+00
2.032000000000000000e+03,4.602202379056566706e+00
2.033000000000000000e+03,3.777833024106991289e+00
2.034000000000000000e+03,3.019009966092385255e+00
2.035000000000000000e+03,2.318626828070047718e+00
2.036000000000000000e+03,1.823244886886853156e+00
2.037000000000000000e+03,1.436657924651514540e+00
2.038000000000000000e+03,1.170809350812455962e+00
2.039000000000000000e+03,9.554835883034138444e-01
2.040000000000000000e+03,8.179592995991917803e-01
2.041000000000000000e+03,7.128791714447317851e-01
2.042000000000000000e+03,6.539632947272825403e-01
2.043000000000000000e+03,6.178067074327389108e-01
2.044000000000000000e+03,5.994055886501850061e-01
2.045000000000000000e+03,5.872995899990418600e-01
2.046000000000000000e+03,5.872995899990418600e-01
2.047000000000000000e+03,5.874610033115718055e-01
2.048000000000000000e+03,5.860082835015274494e-01
2.049000000000000000e+03,5.840713237643229139e-01
2.050000000000000000e+03,5.853626302545847926e-01
