JE MM Interferometry 2024-10-24 16-21-44 HE
gascell


110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760
0.0158387,0.029236,0.0502322,0.0854192,0.10077,0.12787,0.142884,0.144685,0.133058,0.117157,0.101838,0.0723882,0.0428774,0.0248719,0.0156556,0.0153809,0.0299989,0.0550234,0.0874639,0.109223,0.1373,0.138185,0.14737,0.136415,0.122529,0.11261,0.083405,0.0540164,0.0330203,0.018921,0.0168458,0.026703,0.0588381,0.0701604,0.101166,0.125337,0.139405,0.144868,0.141511,0.137574,0.131501,0.104401,0.0783696,0.0338748,0.0161744,0.0198976,0.0289613,0.0316775,0.0561831,0.076508,0.10611,0.136079,0.143006,0.142732,0.141419,0.120575,0.101563,0.0795903,0.0520632,0.0307924,0.0226136,0.0194703,0.0207521,0.0432742,0.06601,0.094605
